estimulo,respuestas,count,rank,porcentaje
juicio - juzgado - recital,músico,5,3,5.263157894736842
juicio - juzgado - recital,recitado,5,3,5.263157894736842
juicio - juzgado - recital,auditorio,4,4,4.2105263157894735
juicio - juzgado - recital,banda,4,4,4.2105263157894735
juicio - juzgado - recital,concierto,3,5,3.1578947368421053
juicio - juzgado - recital,arena,2,6,2.1052631578947367
juicio - juzgado - recital,cantante,2,6,2.1052631578947367
juicio - juzgado - recital,sala,2,6,2.1052631578947367
juicio - juzgado - recital,artista,1,7,1.0526315789473684
juicio - juzgado - recital,audiencia,1,7,1.0526315789473684
juicio - juzgado - recital,cantantes,1,7,1.0526315789473684
juicio - juzgado - recital,espectáculo,1,7,1.0526315789473684
juicio - juzgado - recital,estrado,1,7,1.0526315789473684
juicio - juzgado - recital,festival,1,7,1.0526315789473684
juicio - juzgado - recital,fiesta,1,7,1.0526315789473684
juicio - juzgado - recital,pogo,1,7,1.0526315789473684
juicio - juzgado - recital,público,1,7,1.0526315789473684
juicio - juzgado - recital,toque,1,7,1.0526315789473684
lento - tortuga - rápido,liebre,60,1,58.252427184466015
lento - tortuga - rápido,conejo,8,2,7.766990291262135
lento - tortuga - rápido,chita,7,3,6.796116504854369
lento - tortuga - rápido,guepardo,5,4,4.854368932038835
lento - tortuga - rápido,leopardo,5,4,4.854368932038835
lento - tortuga - rápido,gacela,3,5,2.912621359223301
lento - tortuga - rápido,jaguar,3,5,2.912621359223301
lento - tortuga - rápido,tigre,2,6,1.9417475728155338
lento - tortuga - rápido,avión,1,7,0.9708737864077669
lento - tortuga - rápido,león,1,7,0.9708737864077669
lento - tortuga - rápido,libre,1,7,0.9708737864077669
lento - tortuga - rápido,lince,1,7,0.9708737864077669
lento - tortuga - rápido,nutria,1,7,0.9708737864077669
lento - tortuga - rápido,pantera,1,7,0.9708737864077669
lento - tortuga - rápido,perro,1,7,0.9708737864077669
lento - tortuga - rápido,puma,1,7,0.9708737864077669
lento - tortuga - rápido,tren,1,7,0.9708737864077669
lento - tortuga - rápido,ñandú,1,7,0.9708737864077669
libro - papel - mesa,madera,75,1,77.31958762886599
libro - papel - mesa,mantel,9,2,9.278350515463918
libro - papel - mesa,pata,3,3,3.0927835051546393
libro - papel - mesa,patas,3,3,3.0927835051546393
libro - papel - mesa,metal,2,4,2.0618556701030926
libro - papel - mesa,silla,2,4,2.0618556701030926
libro - papel - mesa,plato,1,5,1.0309278350515463
libro - papel - mesa,tablas,1,5,1.0309278350515463
libro - papel - mesa,árbol,1,5,1.0309278350515463
lluvia - tristeza - sol,alegría,71,1,65.13761467889908
lluvia - tristeza - sol,felicidad,26,2,23.853211009174313
lluvia - tristeza - sol,calor,2,3,1.834862385321101
lluvia - tristeza - sol,tristeza,2,3,1.834862385321101
lluvia - tristeza - sol,calidez,1,4,0.9174311926605505
lluvia - tristeza - sol,diversión,1,4,0.9174311926605505
lluvia - tristeza - sol,euforia,1,4,0.9174311926605505
lluvia - tristeza - sol,infelicidad,1,4,0.9174311926605505
lluvia - tristeza - sol,júbilo,1,4,0.9174311926605505
lluvia - tristeza - sol,migraña,1,4,0.9174311926605505
lluvia - tristeza - sol,playa,1,4,0.9174311926605505
lluvia - tristeza - sol,sonrisa,1,4,0.9174311926605505
martillo - clavo - sierra,madera,60,1,63.829787234042556
martillo - clavo - sierra,hoja,6,2,6.382978723404255
martillo - clavo - sierra,serrucho,3,3,3.1914893617021276
martillo - clavo - sierra,tronco,3,3,3.1914893617021276
martillo - clavo - sierra,diente,2,4,2.127659574468085
martillo - clavo - sierra,dientes,2,4,2.127659574468085
martillo - clavo - sierra,filo,2,4,2.127659574468085
martillo - clavo - sierra,metal,2,4,2.127659574468085
martillo - clavo - sierra,tabla,2,4,2.127659574468085
martillo - clavo - sierra,cacho,1,5,1.0638297872340425
martillo - clavo - sierra,cadena,1,5,1.0638297872340425
martillo - clavo - sierra,corta,1,5,1.0638297872340425
martillo - clavo - sierra,cortar,1,5,1.0638297872340425
martillo - clavo - sierra,corte,1,5,1.0638297872340425
martillo - clavo - sierra,cuchilla,1,5,1.0638297872340425
martillo - clavo - sierra,gajo,1,5,1.0638297872340425
martillo - clavo - sierra,leña,1,5,1.0638297872340425
martillo - clavo - sierra,madero,1,5,1.0638297872340425
martillo - clavo - sierra,motosierra,1,5,1.0638297872340425
martillo - clavo - sierra,tablón,1,5,1.0638297872340425
martillo - clavo - sierra,tornillo,1,5,1.0638297872340425
memoria - pasado - imaginación,futuro,83,1,78.30188679245283
memoria - pasado - imaginación,creatividad,2,2,1.8867924528301887
memoria - pasado - imaginación,presente,2,2,1.8867924528301887
memoria - pasado - imaginación,sueños,2,2,1.8867924528301887
memoria - pasado - imaginación,abstracción,1,3,0.9433962264150944
memoria - pasado - imaginación,capacidad_generar_ideas,1,3,0.9433962264150944
memoria - pasado - imaginación,fantasía,1,3,0.9433962264150944
memoria - pasado - imaginación,ficción,1,3,0.9433962264150944
memoria - pasado - imaginación,ideas,1,3,0.9433962264150944
memoria - pasado - imaginación,inspiración,1,3,0.9433962264150944
memoria - pasado - imaginación,irrealidad,1,3,0.9433962264150944
memoria - pasado - imaginación,ligero,1,3,0.9433962264150944
memoria - pasado - imaginación,literatura,1,3,0.9433962264150944
memoria - pasado - imaginación,mundo,1,3,0.9433962264150944
memoria - pasado - imaginación,mundo_contrafáctico,1,3,0.9433962264150944
memoria - pasado - imaginación,niñez,1,3,0.9433962264150944
memoria - pasado - imaginación,nuevo,1,3,0.9433962264150944
memoria - pasado - imaginación,representación,1,3,0.9433962264150944
memoria - pasado - imaginación,soñar,1,3,0.9433962264150944
memoria - pasado - imaginación,tiempo,1,3,0.9433962264150944
memoria - pasado - imaginación,volar,1,3,0.9433962264150944
mermelada - fruta - queso,leche,80,1,88.88888888888889
mermelada - fruta - queso,vaca,3,2,3.3333333333333335
mermelada - fruta - queso,bridge,1,3,1.1111111111111112
mermelada - fruta - queso,fermento,1,3,1.1111111111111112
mermelada - fruta - queso,fondue,1,3,1.1111111111111112
mermelada - fruta - queso,lechee,1,3,1.1111111111111112
mermelada - fruta - queso,lácteos,1,3,1.1111111111111112
mermelada - fruta - queso,pan,1,3,1.1111111111111112
mermelada - fruta - queso,requesón,1,3,1.1111111111111112
mujer - niño - gallina,pollito,56,1,56.00000000000001
mujer - niño - gallina,pollo,27,2,27.0
mujer - niño - gallina,huevo,12,3,12.0
mujer - niño - gallina,animal,1,4,1.0
mujer - niño - gallina,gallo,1,4,1.0
mujer - niño - gallina,nacional,1,4,1.0
mujer - niño - gallina,nada,1,4,1.0
mujer - niño - gallina,polluelo,1,4,1.0
oveja - cordero - vaca,ternero,78,1,80.41237113402062
oveja - cordero - vaca,toro,8,2,8.24742268041237
oveja - cordero - vaca,ternera,3,3,3.0927835051546393
oveja - cordero - vaca,novillo,2,4,2.0618556701030926
oveja - cordero - vaca,vaquillona,2,4,2.0618556701030926
oveja - cordero - vaca,becerro,1,5,1.0309278350515463
oveja - cordero - vaca,cordero,1,5,1.0309278350515463
oveja - cordero - vaca,cría,1,5,1.0309278350515463
oveja - cordero - vaca,cuero,1,5,1.0309278350515463
paraguas - lluvia - gorro,frío,47,1,42.34234234234234
paraguas - lluvia - gorro,sol,47,1,42.34234234234234
paraguas - lluvia - gorro,viento,6,2,5.405405405405405
paraguas - lluvia - gorro,cabeza,5,3,4.504504504504505
paraguas - lluvia - gorro,intemperie,1,4,0.9009009009009009
paraguas - lluvia - gorro,nieve,1,4,0.9009009009009009
paraguas - lluvia - gorro,pelo,1,4,0.9009009009009009
paraguas - lluvia - gorro,protección,1,4,0.9009009009009009
paraguas - lluvia - gorro,rocío,1,4,0.9009009009009009
paraguas - lluvia - gorro,solo,1,4,0.9009009009009009
paz - paloma - guerra,arma,17,1,20.0
paz - paloma - guerra,águila,14,2,16.470588235294116
paz - paloma - guerra,bomba,11,3,12.941176470588237
paz - paloma - guerra,armas,6,4,7.0588235294117645
paz - paloma - guerra,tanque,5,5,5.88235294117647
paz - paloma - guerra,cañón,3,6,3.5294117647058822
paz - paloma - guerra,caballo,2,7,2.3529411764705883
paz - paloma - guerra,espada,2,7,2.3529411764705883
paz - paloma - guerra,esvástica,2,7,2.3529411764705883
paz - paloma - guerra,fusil,2,7,2.3529411764705883
paz - paloma - guerra,león,2,7,2.3529411764705883
paz - paloma - guerra,misil,2,7,2.3529411764705883
paz - paloma - guerra,ares,1,8,1.1764705882352942
paz - paloma - guerra,bala,1,8,1.1764705882352942
paz - paloma - guerra,bombas,1,8,1.1764705882352942
paz - paloma - guerra,buitre,1,8,1.1764705882352942
paz - paloma - guerra,cráneo,1,8,1.1764705882352942
paz - paloma - guerra,cuervo,1,8,1.1764705882352942
paz - paloma - guerra,diablo,1,8,1.1764705882352942
paz - paloma - guerra,ejército,1,8,1.1764705882352942
paz - paloma - guerra,granada,1,8,1.1764705882352942
paz - paloma - guerra,grito,1,8,1.1764705882352942
paz - paloma - guerra,halcón,1,8,1.1764705882352942
paz - paloma - guerra,jabalí,1,8,1.1764705882352942
paz - paloma - guerra,mensaje,1,8,1.1764705882352942
paz - paloma - guerra,muerte,1,8,1.1764705882352942
paz - paloma - guerra,pistola,1,8,1.1764705882352942
paz - paloma - guerra,tanques,1,8,1.1764705882352942
paz - paloma - guerra,toro,1,8,1.1764705882352942
peluquera - tijera - cocinero,cuchillo,34,1,32.69230769230769
peluquera - tijera - cocinero,cuchara,14,2,13.461538461538462
peluquera - tijera - cocinero,olla,14,2,13.461538461538462
peluquera - tijera - cocinero,cucharón,10,3,9.615384615384617
peluquera - tijera - cocinero,cuchilla,10,3,9.615384615384617
peluquera - tijera - cocinero,sartén,9,4,8.653846153846153
peluquera - tijera - cocinero,cocina,3,5,2.8846153846153846
peluquera - tijera - cocinero,delantal,3,5,2.8846153846153846
peluquera - tijera - cocinero,espátula,3,5,2.8846153846153846
peluquera - tijera - cocinero,cubiertos,1,6,0.9615384615384616
peluquera - tijera - cocinero,cuchillas,1,6,0.9615384615384616
peluquera - tijera - cocinero,hormigonera,1,6,0.9615384615384616
peluquera - tijera - cocinero,ollas,1,6,0.9615384615384616
perro - gato - gato,perro,50,1,50.0
perro - gato - gato,ratón,46,2,46.0
perro - gato - gato,pájaro,2,3,2.0
perro - gato - gato,golondrina,1,4,1.0
perro - gato - gato,rata,1,4,1.0
perro - ladrar - ave,piar,37,1,34.90566037735849
perro - ladrar - ave,cantar,28,2,26.41509433962264
perro - ladrar - ave,trinar,15,3,14.150943396226415
perro - ladrar - ave,graznar,10,4,9.433962264150944
perro - ladrar - ave,silbar,5,5,4.716981132075472
perro - ladrar - ave,graznido,3,6,2.8301886792452833
perro - ladrar - ave,volar,3,6,2.8301886792452833
perro - ladrar - ave,canto,1,7,0.9433962264150944
perro - ladrar - ave,cantos,1,7,0.9433962264150944
perro - ladrar - ave,chillar,1,7,0.9433962264150944
perro - ladrar - ave,gorjear,1,7,0.9433962264150944
perro - ladrar - ave,parlar,1,7,0.9433962264150944
perro - perrera - ave,jaula,62,1,58.490566037735846
perro - perrera - ave,pajarera,17,2,16.037735849056602
perro - perrera - ave,corral,7,3,6.60377358490566
perro - perrera - ave,avícola,6,4,5.660377358490567
perro - perrera - ave,aviario,5,5,4.716981132075472
perro - perrera - ave,gallinero,5,5,4.716981132075472
perro - perrera - ave,nido,2,6,1.8867924528301887
perro - perrera - ave,granja,1,7,0.9433962264150944
perro - perrera - ave,libertad,1,7,0.9433962264150944
pez - submarino - ave,avión,86,1,90.52631578947368
pez - submarino - ave,aéreo,3,2,3.1578947368421053
pez - submarino - ave,aire,2,3,2.1052631578947367
pez - submarino - ave,cielo,1,4,1.0526315789473684
pez - submarino - ave,globo,1,4,1.0526315789473684
pez - submarino - ave,helicóptero,1,4,1.0526315789473684
pez - submarino - ave,zeppelin,1,4,1.0526315789473684
picnic - parque - asado,parrillero,32,1,32.323232323232325
picnic - parque - asado,parrilla,22,2,22.22222222222222
picnic - parque - asado,barbacoa,17,3,17.17171717171717
picnic - parque - asado,fondo,7,4,7.07070707070707
picnic - parque - asado,patio,6,5,6.0606060606060606
picnic - parque - asado,casa,3,6,3.0303030303030303
picnic - parque - asado,parrillada,3,6,3.0303030303030303
picnic - parque - asado,campo,1,7,1.0101010101010102
picnic - parque - asado,churrasquera,1,7,1.0101010101010102
picnic - parque - asado,churrasquero,1,7,1.0101010101010102
picnic - parque - asado,cumpleaños,1,7,1.0101010101010102
picnic - parque - asado,domingo,1,7,1.0101010101010102
picnic - parque - asado,festejo,1,7,1.0101010101010102
picnic - parque - asado,fuego,1,7,1.0101010101010102
picnic - parque - asado,parrillera,1,7,1.0101010101010102
picnic - parque - asado,quincho,1,7,1.0101010101010102
pie - zapato - mano,guante,88,1,90.72164948453609
pie - zapato - mano,guantes,5,2,5.154639175257731
pie - zapato - mano,anillo,3,3,3.0927835051546393
pie - zapato - mano,no_va,1,4,1.0309278350515463
pirámide - momia - ataúd,cadáver,36,1,35.294117647058826
pirámide - momia - ataúd,muerto,33,2,32.35294117647059
pirámide - momia - ataúd,vampiro,8,3,7.8431372549019605
pirámide - momia - ataúd,cuerpo,3,4,2.941176470588235
pirámide - momia - ataúd,Drácula,2,5,1.9607843137254901
pirámide - momia - ataúd,difunto,2,5,1.9607843137254901
pirámide - momia - ataúd,esqueleto,2,5,1.9607843137254901
pirámide - momia - ataúd,fiambre,2,5,1.9607843137254901
pirámide - momia - ataúd,humano,2,5,1.9607843137254901
pirámide - momia - ataúd,pirámide,2,5,1.9607843137254901
pirámide - momia - ataúd,abuelo,1,6,0.9803921568627451
pirámide - momia - ataúd,cementerio,1,6,0.9803921568627451
pirámide - momia - ataúd,faraón,1,6,0.9803921568627451
pirámide - momia - ataúd,hombre,1,6,0.9803921568627451
pirámide - momia - ataúd,lata,1,6,0.9803921568627451
pirámide - momia - ataúd,momia,1,6,0.9803921568627451
pirámide - momia - ataúd,mortaja,1,6,0.9803921568627451
pirámide - momia - ataúd,muerte,1,6,0.9803921568627451
pirámide - momia - ataúd,panteón,1,6,0.9803921568627451
pirámide - momia - ataúd,persona,1,6,0.9803921568627451
pistola - bala - arco,flecha,103,1,95.37037037037037
pistola - bala - arco,pelota,5,2,4.62962962962963
plato - mesa - libro,biblioteca,44,1,44.44444444444444
plato - mesa - libro,escritorio,11,2,11.11111111111111
plato - mesa - libro,estantería,7,3,7.07070707070707
plato - mesa - libro,hoja,7,3,7.07070707070707
plato - mesa - libro,estante,6,4,6.0606060606060606
plato - mesa - libro,mesa,4,5,4.040404040404041
plato - mesa - libro,hojas,2,6,2.0202020202020203
plato - mesa - libro,mesa_de_luz,2,6,2.0202020202020203
plato - mesa - libro,sillón,2,6,2.0202020202020203
plato - mesa - libro,atril,1,7,1.0101010101010102
plato - mesa - libro,falda,1,7,1.0101010101010102
plato - mesa - libro,librería,1,7,1.0101010101010102
plato - mesa - libro,mano,1,7,1.0101010101010102
plato - mesa - libro,marcalibro,1,7,1.0101010101010102
plato - mesa - libro,mesita_de_luz,1,7,1.0101010101010102
plato - mesa - libro,nada,1,7,1.0101010101010102
plato - mesa - libro,ojos,1,7,1.0101010101010102
plato - mesa - libro,papel,1,7,1.0101010101010102
plato - mesa - libro,repisa,1,7,1.0101010101010102
plato - mesa - libro,silla,1,7,1.0101010101010102
plato - mesa - libro,sofá,1,7,1.0101010101010102
plato - mesa - libro,tapa,1,7,1.0101010101010102
plato - mesa - libro,tapas,1,7,1.0101010101010102
puerta - pestillo - caja,tapa,29,1,37.17948717948718
puerta - pestillo - caja,manija,9,2,11.538461538461538
puerta - pestillo - caja,cinta,8,3,10.256410256410255
puerta - pestillo - caja,solapa,5,4,6.41025641025641
puerta - pestillo - caja,tirador,3,5,3.8461538461538463
puerta - pestillo - caja,aletas,2,6,2.564102564102564
puerta - pestillo - caja,asa,2,6,2.564102564102564
puerta - pestillo - caja,cartón,2,6,2.564102564102564
puerta - pestillo - caja,cerradura,2,6,2.564102564102564
puerta - pestillo - caja,llave,2,6,2.564102564102564
puerta - pestillo - caja,solapas,2,6,2.564102564102564
puerta - pestillo - caja,abertura,1,7,1.282051282051282
puerta - pestillo - caja,agarradera,1,7,1.282051282051282
puerta - pestillo - caja,agujero,1,7,1.282051282051282
puerta - pestillo - caja,candado,1,7,1.282051282051282
puerta - pestillo - caja,cerraje,1,7,1.282051282051282
puerta - pestillo - caja,cerrojo,1,7,1.282051282051282
puerta - pestillo - caja,contenido,1,7,1.282051282051282
puerta - pestillo - caja,cuchillo,1,7,1.282051282051282
puerta - pestillo - caja,perilla,1,7,1.282051282051282
puerta - pestillo - caja,persiana,1,7,1.282051282051282
puerta - pestillo - caja,traba,1,7,1.282051282051282
puerta - pestillo - caja,trincheta,1,7,1.282051282051282
red - pesca - rifle,caza,77,1,76.23762376237624
red - pesca - rifle,cacería,9,2,8.91089108910891
red - pesca - rifle,arma,2,3,1.9801980198019802
red - pesca - rifle,bala,2,3,1.9801980198019802
red - pesca - rifle,disparo,2,3,1.9801980198019802
red - pesca - rifle,tiro,2,3,1.9801980198019802
red - pesca - rifle,balas,1,4,0.9900990099009901
red - pesca - rifle,casa,1,4,0.9900990099009901
red - pesca - rifle,cazar,1,4,0.9900990099009901
red - pesca - rifle,ciervo,1,4,0.9900990099009901
red - pesca - rifle,jabalí,1,4,0.9900990099009901
red - pesca - rifle,pieza,1,4,0.9900990099009901
red - pesca - rifle,presa,1,4,0.9900990099009901
rock - guitarra - tango,bandoneón,84,1,77.06422018348624
rock - guitarra - tango,acordeón,12,2,11.009174311926607
rock - guitarra - tango,piano,8,3,7.339449541284404
rock - guitarra - tango,guitarra,1,4,0.9174311926605505
rock - guitarra - tango,vestido,1,4,0.9174311926605505
rock - guitarra - tango,violín,1,4,0.9174311926605505
rock - guitarra - tango,voz,1,4,0.9174311926605505
rock - guitarra - tango,zapatos,1,4,0.9174311926605505
rojo - ira - azul,tristeza,28,1,29.166666666666668
rojo - ira - azul,calma,17,2,17.708333333333336
rojo - ira - azul,paz,13,3,13.541666666666666
rojo - ira - azul,tranquilidad,11,4,11.458333333333332
rojo - ira - azul,esperanza,3,5,3.125
rojo - ira - azul,serenidad,3,5,3.125
rojo - ira - azul,ahogo,2,6,2.083333333333333
rojo - ira - azul,amor,2,6,2.083333333333333
rojo - ira - azul,frío,2,6,2.083333333333333
rojo - ira - azul,mar,2,6,2.083333333333333
rojo - ira - azul,sosiego,2,6,2.083333333333333
rojo - ira - azul,apatía,1,7,1.0416666666666665
rojo - ira - azul,asfixia,1,7,1.0416666666666665
rojo - ira - azul,avatar,1,7,1.0416666666666665
rojo - ira - azul,calmo,1,7,1.0416666666666665
rojo - ira - azul,indiferencia,1,7,1.0416666666666665
rojo - ira - azul,infinito,1,7,1.0416666666666665
rojo - ira - azul,ira,1,7,1.0416666666666665
rojo - ira - azul,libertad,1,7,1.0416666666666665
rojo - ira - azul,mansedumbre,1,7,1.0416666666666665
rojo - ira - azul,relax,1,7,1.0416666666666665
rojo - ira - azul,triste,1,7,1.0416666666666665
ropa - pantalones - mueble,mesa,29,1,30.208333333333332
ropa - pantalones - mueble,ropero,15,2,15.625
ropa - pantalones - mueble,silla,15,2,15.625
ropa - pantalones - mueble,sillón,10,3,10.416666666666668
ropa - pantalones - mueble,madera,6,4,6.25
ropa - pantalones - mueble,cama,3,5,3.125
ropa - pantalones - mueble,sillas,2,6,2.083333333333333
ropa - pantalones - mueble,aparador,1,7,1.0416666666666665
ropa - pantalones - mueble,cajones,1,7,1.0416666666666665
ropa - pantalones - mueble,casa,1,7,1.0416666666666665
ropa - pantalones - mueble,cosas,1,7,1.0416666666666665
ropa - pantalones - mueble,escritorio,1,7,1.0416666666666665
ropa - pantalones - mueble,funda,1,7,1.0416666666666665
ropa - pantalones - mueble,mantel,1,7,1.0416666666666665
ropa - pantalones - mueble,mesas,1,7,1.0416666666666665
ropa - pantalones - mueble,pata,1,7,1.0416666666666665
ropa - pantalones - mueble,patas,1,7,1.0416666666666665
ropa - pantalones - mueble,pilas,1,7,1.0416666666666665
ropa - pantalones - mueble,pintura,1,7,1.0416666666666665
ropa - pantalones - mueble,puerta,1,7,1.0416666666666665
ropa - pantalones - mueble,puertas,1,7,1.0416666666666665
ropa - pantalones - mueble,roperos,1,7,1.0416666666666665
ropa - pantalones - mueble,taburete,1,7,1.0416666666666665
selva - león - desierto,camello,63,1,65.625
selva - león - desierto,escorpión,8,2,8.333333333333332
selva - león - desierto,arena,3,3,3.125
selva - león - desierto,ave,2,4,2.083333333333333
selva - león - desierto,elefante,2,4,2.083333333333333
selva - león - desierto,lagarto,2,4,2.083333333333333
selva - león - desierto,serpiente,2,4,2.083333333333333
selva - león - desierto,cactus,1,5,1.0416666666666665
selva - león - desierto,chacal,1,5,1.0416666666666665
selva - león - desierto,delfín,1,5,1.0416666666666665
selva - león - desierto,foca,1,5,1.0416666666666665
selva - león - desierto,gorila,1,5,1.0416666666666665
selva - león - desierto,iguana,1,5,1.0416666666666665
selva - león - desierto,jirafa,1,5,1.0416666666666665
selva - león - desierto,lagartija,1,5,1.0416666666666665
selva - león - desierto,mono,1,5,1.0416666666666665
selva - león - desierto,oasis,1,5,1.0416666666666665
selva - león - desierto,oso_polar,1,5,1.0416666666666665
selva - león - desierto,pez,1,5,1.0416666666666665
selva - león - desierto,reptil,1,5,1.0416666666666665
selva - león - desierto,víbora,1,5,1.0416666666666665
sushi - Japón - pizza,Italia,99,1,98.01980198019803
sushi - Japón - pizza,EEUU,1,2,0.9900990099009901
sushi - Japón - pizza,pepperoni,1,2,0.9900990099009901
sábana - cama - mantel,mesa,99,1,99.0
sábana - cama - mantel,pastito,1,2,1.0
tela - algodón - metal,hierro,31,1,34.065934065934066
tela - algodón - metal,acero,13,2,14.285714285714285
tela - algodón - metal,aluminio,11,3,12.087912087912088
tela - algodón - metal,cobre,5,4,5.4945054945054945
tela - algodón - metal,cuchillo,3,5,3.296703296703297
tela - algodón - metal,oro,3,5,3.296703296703297
tela - algodón - metal,chapa,2,6,2.197802197802198
tela - algodón - metal,fierro,2,6,2.197802197802198
tela - algodón - metal,mineral,2,6,2.197802197802198
tela - algodón - metal,roca,2,6,2.197802197802198
tela - algodón - metal,alambre,1,7,1.098901098901099
tela - algodón - metal,aleación,1,7,1.098901098901099
tela - algodón - metal,anillo,1,7,1.098901098901099
tela - algodón - metal,bronce,1,7,1.098901098901099
tela - algodón - metal,cuchilla,1,7,1.098901098901099
tela - algodón - metal,disco,1,7,1.098901098901099
tela - algodón - metal,elemento,1,7,1.098901098901099
tela - algodón - metal,escalera,1,7,1.098901098901099
tela - algodón - metal,malla,1,7,1.098901098901099
tela - algodón - metal,metal,1,7,1.098901098901099
tela - algodón - metal,minerales,1,7,1.098901098901099
tela - algodón - metal,piedra,1,7,1.098901098901099
tela - algodón - metal,química,1,7,1.098901098901099
tela - algodón - metal,tornillo,1,7,1.098901098901099
tela - algodón - metal,una,1,7,1.098901098901099
tela - algodón - metal,viruta,1,7,1.098901098901099
tela - algodón - metal,átomos,1,7,1.098901098901099
tereré - Paraguay - vino,Francia,28,1,28.28282828282828
tereré - Paraguay - vino,Chile,25,2,25.252525252525253
tereré - Paraguay - vino,Argentina,17,3,17.17171717171717
tereré - Paraguay - vino,Uruguay,13,4,13.131313131313133
tereré - Paraguay - vino,Italia,9,5,9.090909090909092
tereré - Paraguay - vino,España,4,6,4.040404040404041
tereré - Paraguay - vino,Galicia,1,7,1.0101010101010102
tereré - Paraguay - vino,Mendoza,1,7,1.0101010101010102
tereré - Paraguay - vino,queso,1,7,1.0101010101010102
tiburón - pez - pez,tiburón,19,1,20.0
tiburón - pez - pez,plancton,13,2,13.684210526315791
tiburón - pez - pez,animal,8,3,8.421052631578947
tiburón - pez - pez,alga,7,4,7.368421052631578
tiburón - pez - pez,algas,5,5,5.263157894736842
tiburón - pez - pez,mojarrita,5,5,5.263157894736842
tiburón - pez - pez,lombriz,4,6,4.2105263157894735
tiburón - pez - pez,mojarra,4,6,4.2105263157894735
tiburón - pez - pez,vertebrado,4,6,4.2105263157894735
tiburón - pez - pez,krill,3,7,3.1578947368421053
tiburón - pez - pez,ballena,2,8,2.1052631578947367
tiburón - pez - pez,corvina,2,8,2.1052631578947367
tiburón - pez - pez,pez,2,8,2.1052631578947367
tiburón - pez - pez,zooplancton,2,8,2.1052631578947367
tiburón - pez - pez,acuático,1,9,1.0526315789473684
tiburón - pez - pez,anfibio,1,9,1.0526315789473684
tiburón - pez - pez,anzuelo,1,9,1.0526315789473684
tiburón - pez - pez,caballito_de_mar,1,9,1.0526315789473684
tiburón - pez - pez,cangrejo,1,9,1.0526315789473684
tiburón - pez - pez,cola,1,9,1.0526315789473684
tiburón - pez - pez,dorado,1,9,1.0526315789473684
tiburón - pez - pez,fauna_marina,1,9,1.0526315789473684
tiburón - pez - pez,larvas,1,9,1.0526315789473684
tiburón - pez - pez,mar,1,9,1.0526315789473684
tiburón - pez - pez,minicrustáceos,1,9,1.0526315789473684
tiburón - pez - pez,pececito,1,9,1.0526315789473684
tiburón - pez - pez,sardina,1,9,1.0526315789473684
tiburón - pez - pez,trucha,1,9,1.0526315789473684
tiburón - pez - pez,vertebrata,1,9,1.0526315789473684
tigre - rayas - mulita,caparazón,126,1,67.37967914438502
tigre - rayas - mulita,coraza,7,2,3.7433155080213902
tigre - rayas - mulita,anillos,6,3,3.2085561497326207
tigre - rayas - mulita,armadura,6,3,3.2085561497326207
tigre - rayas - mulita,escamas,5,4,2.6737967914438503
tigre - rayas - mulita,pinchos,4,5,2.13903743315508
tigre - rayas - mulita,casco,3,6,1.6042780748663104
tigre - rayas - mulita,puntos,3,6,1.6042780748663104
tigre - rayas - mulita,armazón,2,7,1.06951871657754
tigre - rayas - mulita,cuadritos,2,7,1.06951871657754
tigre - rayas - mulita,placas,2,7,1.06951871657754
tigre - rayas - mulita,armadillo,1,8,0.53475935828877
tigre - rayas - mulita,carcaza,1,8,0.53475935828877
tigre - rayas - mulita,caza,1,8,0.53475935828877
tigre - rayas - mulita,cola,1,8,0.53475935828877
tigre - rayas - mulita,cola_larga,1,8,0.53475935828877
tigre - rayas - mulita,cositos,1,8,0.53475935828877
tigre - rayas - mulita,cruces,1,8,0.53475935828877
tigre - rayas - mulita,culo_agrandado,1,8,0.53475935828877
tigre - rayas - mulita,dureza,1,8,0.53475935828877
tigre - rayas - mulita,fealdad,1,8,0.53475935828877
tigre - rayas - mulita,garras,1,8,0.53475935828877
tigre - rayas - mulita,lisa,1,8,0.53475935828877
tigre - rayas - mulita,liso,1,8,0.53475935828877
tigre - rayas - mulita,manchas,1,8,0.53475935828877
tigre - rayas - mulita,orejas,1,8,0.53475935828877
tigre - rayas - mulita,plaquetas,1,8,0.53475935828877
tigre - rayas - mulita,puntitos,1,8,0.53475935828877
tigre - rayas - mulita,púa,1,8,0.53475935828877
tigre - rayas - mulita,púas,1,8,0.53475935828877
tigre - rayas - mulita,rayas,1,8,0.53475935828877
tigre - rayas - mulita,rayitas,1,8,0.53475935828877
tornillo - destornillador - tuerca,llave,65,1,65.65656565656566
tornillo - destornillador - tuerca,pinza,15,2,15.151515151515152
tornillo - destornillador - tuerca,tornillo,5,3,5.05050505050505
tornillo - destornillador - tuerca,rosca,3,4,3.0303030303030303
tornillo - destornillador - tuerca,arandela,2,5,2.0202020202020203
tornillo - destornillador - tuerca,destuercador,2,5,2.0202020202020203
tornillo - destornillador - tuerca,allen,1,6,1.0101010101010102
tornillo - destornillador - tuerca,francesa,1,6,1.0101010101010102
tornillo - destornillador - tuerca,mano,1,6,1.0101010101010102
tornillo - destornillador - tuerca,sacatuercas,1,6,1.0101010101010102
tornillo - destornillador - tuerca,taladro,1,6,1.0101010101010102
tornillo - destornillador - tuerca,tenaza,1,6,1.0101010101010102
